id_criptografado,ano,data,mes,hora,delito,longitude,latitude,desc_delito,aisp,risp,locf,dia_semana,geometria
f489841d2408d7668607141d41eee13a26f095c8ee3de2e187ab7e2e58a9e4ca,2024,17/12/2021,12,21:00:00,15,-43.24549631,-22.9034388,Roubo a transeunte,3,1,Avenida avenida marechal rondom,Sexta,POINT(-43.24549631 -22.9034388)
be6c8fb546c06e0364ff9483428f20aa0e97036b9f82977446a4eae9d5f76cc4,2024,13/09/2024,12,15:00:00,15,-43.22184868,-22.92432368,Roubo a transeunte,6,1,Rua felix da cunha,Sexta,POINT(-43.22184868 -22.92432368)
8ba617d9b2c96b40ee9d305202335d3ecd5a2252733e8f0b88b9195b3f444e0d,2024,06/11/2024,12,14:30:00,15,-43.28786227,-22.83201284,Roubo a transeunte,16,1,Rua rua enes filho,Quarta,POINT(-43.28786227 -22.83201284)
923f9353342d80fdc12a121788c7eece642e7038ca0560b623dc204f8b933794,2024,09/11/2024,12,15:30:00,15,-43.39153497,-22.93568198,Roubo a transeunte,18,2,Rua araras claras,Sabado,POINT(-43.39153497 -22.93568198)
e5706f55e24f6b040a25a1e35417515cab1aaa48cf67929c1b782ab41d17a08f,2024,14/11/2024,12,01:00:00,15,-43.2367395,-22.99354914,Roubo a transeunte,23,1,Rua rua doutor olinto de magalhaes,Quinta,POINT(-43.2367395 -22.99354914)
7e620122fe583e30be18c7d4e4113c8abbeef0b4d04cc9c50edaf31e88d12f3a,2024,19/11/2024,12,22:00:00,15,-43.19440296,-22.90658596,Roubo a transeunte,5,1,Avenida presidente vargas,Terca,POINT(-43.19440296 -22.90658596)
05e3377c5c978b5ccb81ad25e42ad13cf70f979587a89495fd4109bdf1cdddd4,2024,20/11/2024,12,21:30:00,15,-43.27687126,-22.87305999,Roubo a transeunte,3,1,Rua amaro hamati,Quarta,POINT(-43.27687126 -22.87305999)
565387d01580b2db900c7afb10f02da05830eb751782f4f427341798fc79a69c,2024,26/11/2024,12,15:00:00,15,-43.38016811,-22.91888428,Roubo a transeunte,18,2,Rua alberto soares sampaio,Terca,POINT(-43.38016811 -22.91888428)
805af047e2b91607b9c4d223c1897e7871dbb277ad897c695a9f5954470a5dd1,2024,27/11/2024,12,17:50:00,15,-43.17554975,-22.96251829,Roubo a transeunte,19,1,Avenida prado junior,Quarta,POINT(-43.17554975 -22.96251829)
fb5804079505a52450b86ccd359bb5b8427286fc91fbd59fd4fa5cfcad26a9fb,2024,28/11/2024,12,19:35:00,15,-43.27972484,-22.84021409,Roubo a transeunte,16,1,Rua jose mauricio,Quinta,POINT(-43.27972484 -22.84021409)
7811a0a0b413346e6e4813b45f38e6b2224d7284818bd3ed4d2b7c3fe05e32ef,2024,29/11/2024,12,18:00:00,15,-43.35119997,-22.83139995,Roubo a transeunte,9,2,Rua aracatuba,Sexta,POINT(-43.35119997 -22.83139995)
7fd503dbc0f453b82579248e3fd3e4395803d99fb25c75c9b6bbd010b75c5331,2024,30/11/2024,12,05:20:00,15,-43.36088077,-22.81612474,Roubo a transeunte,41,2,Rua doutor jose thomas,Sabado,POINT(-43.36088077 -22.81612474)
aff6ba7ec4b89312224b8df3c685dcfc1b76af790137bfde54e15397155f4cc2,2024,30/11/2024,12,19:16:00,15,-43.32835024,-22.93915508,Roubo a transeunte,18,2,Rua tirol,Sabado,POINT(-43.32835024 -22.93915508)
