id_criptografado,ano,data,mes,hora,delito,longitude,latitude,desc_delito,aisp,risp,locf,dia_semana,geometria
e4ec0265a3e1b01af6879778d767a8cca992d020b5a0e0dc8aa38ea1f3309e09,2024,23/06/2024,12,12:00:00,15,-43.41209996,-22.98399996,Roubo a transeunte,31,2,Avenida avenida salvador allende,Domingo,POINT(-43.41209996 -22.98399996)
e231ee43e0f6416fad06cc66da4e5b4df332d7ad1c489e569adc4e275754ad30,2024,04/11/2024,12,14:30:00,15,-43.37374869,-23.00594199,Roubo a transeunte,31,2,Complexo avenida prefeito dulcidio cardoso 777,Segunda,POINT(-43.37374869 -23.00594199)
6c5de33ec94c709e8b2473f510bdb131e86eb5a7633045b0be19e81c567aebbe,2024,09/11/2024,12,01:55:00,15,-43.27368197,-22.83915799,Roubo a transeunte,16,1,Rua rua quito,Sabado,POINT(-43.27368197 -22.83915799)
864d14639198d9b67979a1c6b6571fd5d3325c62c36c8df7d146fb0e9a2cd5e9,2024,13/11/2024,12,19:00:00,15,-43.34886164,-22.8778248,Roubo a transeunte,9,2,Rua aztecas,Quarta,POINT(-43.34886164 -22.8778248)
ed2efea96842a1a3a5314fd71022e057814cb559fc773cc5365b240b4ef37bb2,2024,18/11/2024,12,16:38:00,15,-43.18299537,-22.91434739,Roubo a transeunte,5,1,Rua riachuelo,Segunda,POINT(-43.18299537 -22.91434739)
1ab9a932c94de460a325c9261ba024d5c3f21158d0b3ccd35d43ae55dfb7ce95,2024,20/11/2024,12,19:00:00,15,-43.34422239,-22.94084819,Roubo a transeunte,18,2,Vila praca professora camisao,Quarta,POINT(-43.34422239 -22.94084819)
97cae197f55e6c978a047d21a1cd0d86284cdac90ec63bf623884dcc45a41d03,2024,22/11/2024,12,17:35:00,15,-43.18576179,-22.96763728,Roubo a transeunte,19,1,Rua siqueira campos,Sexta,POINT(-43.18576179 -22.96763728)
3a0737077781626374a7f6ab635f172fa53a71df627abe525252847c94fa159f,2024,27/11/2024,12,21:00:00,15,-43.36605118,-23.00925209,Roubo a transeunte,31,2,Avenida ayrton senna,Quarta,POINT(-43.36605118 -23.00925209)
6a42fb4bbd9264570298e668984e56ad8d8849ac34bbee7f6743163734f3bb05,2024,28/11/2024,12,22:00:00,15,-43.21314144,-22.98383244,Roubo a transeunte,23,1,Rua rua visconde de piraja,Quinta,POINT(-43.21314144 -22.98383244)
f2fa1242e14815a32b22cc79e8cc119af20b6c6fa6bed8e22245b91cfaa62527,2024,29/11/2024,12,16:00:00,15,-43.17970918,-22.90662035,Roubo a transeunte,5,1,Rua rua da carioca,Sexta,POINT(-43.17970918 -22.90662035)
2c50730366ad5a113be030af3fa2f648187f5cee13d6b39c20802a1d3a05bed3,2024,29/11/2024,12,22:30:00,15,-43.23195598,-22.92116977,Roubo a transeunte,6,1,Rua barao de mesquita,Sexta,POINT(-43.23195598 -22.92116977)
f46e59b6b14fd45a74110b635b22089c975c2ae193303ab2a9911eabfd0c9fb0,2024,30/11/2024,12,18:00:00,15,-43.3595069,-23.01045313,Roubo a transeunte,31,2,Avenida avenida lucio costa,Sabado,POINT(-43.3595069 -23.01045313)
c9532607b052c7a861ad01e5a477d7e7b857458cdd5578d0cf4c4b8660ec6181,2024,30/11/2024,12,20:00:00,15,-43.26194347,-22.90148086,Roubo a transeunte,3,1,Rua engenho novo,Sabado,POINT(-43.26194347 -22.90148086)
61516a28ef94e612b3ff1a0b358cadf1f7970ecda58cd436844bb17ffe7ac79b,2024,30/11/2024,12,16:50:00,15,-43.371884,-22.93023197,Roubo a transeunte,18,2,Rua cacu,Sabado,POINT(-43.371884 -22.93023197)
cc57cc95361423bd58da3e22096ee5b9fd772ac53ae94b017b27af3a228b0b62,2024,30/11/2024,12,05:20:00,15,-43.35311947,-22.93215138,Roubo a transeunte,18,2,Avenida avenida geremario dantas,Sabado,POINT(-43.35311947 -22.93215138)
342e8ec45694d65982e3d8e7d0d35d9732cecfd97b9238bba95446c477249fa9,2024,01/12/2024,12,19:20:00,15,-43.18146849,-22.95071165,Roubo a transeunte,2,1,Vila praia de botafogo,Domingo,POINT(-43.18146849 -22.95071165)
aeb6b295f251720db8d94e895a504a3704be4ad7e66737f0d1f5497a516b345c,2024,01/12/2024,12,12:05:00,15,-43.19661718,-22.95816476,Roubo a transeunte,2,1,Rua general dionisio,Domingo,POINT(-43.19661718 -22.95816476)
6b303150655f1a14e3eb62fad1b77568437ff739569939982a5e5833501c8483,2024,01/12/2024,12,22:00:00,15,-43.45211133,-22.87193774,Roubo a transeunte,14,2,Rua sofia,Domingo,POINT(-43.45211133 -22.87193774)
d8847910b6f0aaac230fb5b04fa09238d8168593861e6f1f44099471192dbfcf,2024,01/12/2024,12,03:00:00,15,-43.17594117,-22.95257567,Roubo a transeunte,2,1,Avenida avenida venceslau bras,Domingo,POINT(-43.17594117 -22.95257567)
d213102cae5560cf8993899ceaf84acb413bce0cae76c2cad290b7e0f83ac677,2024,01/12/2024,12,21:30:00,15,-43.18539999,-22.97247399,Roubo a transeunte,19,1,Avenida avenida atlantica,Domingo,POINT(-43.18539999 -22.97247399)
de96a798bef11638d83c264c0fa76ecb7e04d9d75275c152d97d6e2f2d467c1c,2024,01/12/2024,12,13:02:00,15,-43.4536133,-22.88099496,Roubo a transeunte,14,2,Estrada do realengo,Domingo,POINT(-43.4536133 -22.88099496)
4bc097e6ae292d9fb724025ab1867a949eff7dec583d97c5fa7e805c211e453d,2024,01/12/2024,12,10:00:00,15,-43.46390502,-22.86544637,Roubo a transeunte,14,2,Rua rua da chita,Domingo,POINT(-43.46390502 -22.86544637)
8c524a0fb7311da9d5985c9565f975e0ab8f042c360479c87eb787a341d4af05,2024,01/12/2024,12,01:30:00,15,-43.21547345,-22.90991363,Roubo a transeunte,5,1,Rua lopes de sousa,Domingo,POINT(-43.21547345 -22.90991363)
01de4ed6a42c6f8fa42044d3ce61cd3e55aa4c6dd9ccea67f21dc63fd23118f1,2024,01/12/2024,12,18:30:00,15,-43.18599843,-22.94945623,Roubo a transeunte,2,1,Rua sao clemente,Domingo,POINT(-43.18599843 -22.94945623)
e0e231b8c746cf13961f2bb81e878fde3311c35e753418062cda2b9913f641bd,2024,02/12/2024,12,02:21:00,15,-43.24388877,-22.92833258,Roubo a transeunte,6,1,Rua uruguai,Segunda,POINT(-43.24388877 -22.92833258)
b0416db3b25ca2b96f7de638b696528cad19d2bead9bcf744e4ea363f2e02bb5,2024,02/12/2024,12,15:20:00,15,-43.26937806,-22.88021416,Roubo a transeunte,3,1,Avenida pastor martin luther king jr.,Segunda,POINT(-43.26937806 -22.88021416)
0ec7ad94e9c9e777b046de31c712d22e02332165938d073ce350a88d2ef206a5,2024,02/12/2024,12,21:20:00,15,-43.32130425,-23.0040519,Roubo a transeunte,31,2,Avenida avenida das americas,Segunda,POINT(-43.32130425 -23.0040519)
aff08a62b57883b4fea8bdbb03da2de09cc3ffbe5b0c99fb6cdd9f2b8674b3cd,2024,02/12/2024,12,20:10:00,15,-43.21000441,-22.98185661,Roubo a transeunte,23,1,Rua nascimento silva,Segunda,POINT(-43.21000441 -22.98185661)
f93903fa2824e4a6a7358437e24a6447f41153231daccec6fa45a8b896934357,2024,02/12/2024,12,16:06:00,15,-43.29864655,-22.83859343,Roubo a transeunte,16,1,Rua cacequi,Segunda,POINT(-43.29864655 -22.83859343)
c87cbc5556dcd58dd7613848e41b8217d844ff4800530e7b423739667f51f5b3,2024,02/12/2024,12,19:00:00,15,-43.34617846,-22.89787266,Roubo a transeunte,18,2,Rua doutor bernardino,Segunda,POINT(-43.34617846 -22.89787266)
32474e9c262543bd9ddfd7c3778409b069fe671adee2863f28b79d1baa91f8f4,2024,02/12/2024,12,05:30:00,15,-43.30675999,-22.86591749,Roubo a transeunte,3,1,Avenida pastor martin luther king jr.,Segunda,POINT(-43.30675999 -22.86591749)
