id_criptografado,ano,data,mes,hora,delito,longitude,latitude,desc_delito,aisp,risp,locf,dia_semana,geometria
8ea16247798366bf44d40470931c37fff3b270fdfa54269385d8d8c7e7d1e773,2024,04/01/2022,12,05:30:00,15,-43.1697102,-22.96344223,Roubo a transeunte,19,1,Avenida avenida atlantica,Terca,POINT(-43.1697102 -22.96344223)
c50abefb511e5da151be12fff730c257f730e77f893fd09e890b198d1f4cfc3a,2024,02/10/2024,12,16:00:00,15,-43.17477832,-22.96228827,Roubo a transeunte,19,1,Avenida princesa isabel,Quarta,POINT(-43.17477832 -22.96228827)
934331509acb88c1c64a36cb493c34be3957473f1c6f7c8ebd632c468dd003e6,2024,07/11/2024,12,10:21:00,15,-43.45277097,-22.86036399,Roubo a transeunte,14,2,Estrada da cancela preta,Quinta,POINT(-43.45277097 -22.86036399)
49cb9fe95fa65e952adeddfd1d2f0c6fc0a901bd2d6c4946c26a52f6fb1e26d0,2024,12/11/2024,12,18:30:00,15,-43.26184808,-22.90155446,Roubo a transeunte,3,1,Rua rua engenho novo,Terca,POINT(-43.26184808 -22.90155446)
fbc91b2104fde232f25b5afa1c3f67f8b6e5083f13e1ef5ec879d21011fb1964,2024,15/11/2024,12,21:02:00,15,-43.36575582,-22.8305896,Roubo a transeunte,41,2,Estrada joao paulo,Sexta,POINT(-43.36575582 -22.8305896)
5c8854c36a8f3b0248cc1deae01ac99d7f94cdd3d599ad05736e9c10992b3674,2024,19/11/2024,12,21:00:00,15,-43.320964,-22.89421089,Roubo a transeunte,9,2,Rua clarimundo de melo,Terca,POINT(-43.320964 -22.89421089)
56b3998b8f3892198c9da5147f199a8b24ffa35dcb50a98c628de75781cc83f8,2024,20/11/2024,12,14:13:00,15,-43.31944609,-22.87737763,Roubo a transeunte,9,2,Rua cerqueira daltro,Quarta,POINT(-43.31944609 -22.87737763)
8771c53deaf35fb7e75c0489faf5a1769d910460c98d7a7c9a838a7776b136d6,2024,26/11/2024,12,07:00:00,15,-43.54520951,-22.92980702,Roubo a transeunte,40,2,Estrada estrada dos caboclos,Terca,POINT(-43.54520951 -22.92980702)
ec142fbc79cf1e807d98a33962f785b09bdf2696d9327d76c5fef708d87a5df5,2024,28/11/2024,12,13:35:00,15,-43.17427827,-22.96321322,Roubo a transeunte,19,1,Avenida princesa isabel,Quinta,POINT(-43.17427827 -22.96321322)
5a675ca9e574529aa5c207b754acc6912563ce8f422fd474ed3aead02d1e8412,2024,28/11/2024,12,13:00:00,15,-43.28427909,-22.88748123,Roubo a transeunte,3,1,Avenida dom helder camara,Quinta,POINT(-43.28427909 -22.88748123)
572c0d7b914a63b2c0a6f14a7cbb63f488e6eb8cbb4f6e7bcd81734a9dcbe133,2024,29/11/2024,12,23:40:00,15,-43.34411455,-22.94083302,Roubo a transeunte,18,2,Estrada do gabinal,Sexta,POINT(-43.34411455 -22.94083302)
83df24f1c27997af219f755f15ba7f8667298b561861f58977dd1b572b56638e,2024,30/11/2024,12,22:45:00,15,-43.2393458,-22.92836519,Roubo a transeunte,6,1,Rua antonio basilio,Sabado,POINT(-43.2393458 -22.92836519)
8b012766b4cebb4d2b6e1bfb3d2d1d4f776e88b45fe83d59b20571fcb859ab43,2024,30/11/2024,12,06:00:00,15,-43.18881456,-22.91182959,Roubo a transeunte,5,1,Avenida avenida mem de sa,Sabado,POINT(-43.18881456 -22.91182959)
e329d0e737e9f9f72f37a3390d919c5f7fade2433abd74bd6f313e566a8d3942,2024,30/11/2024,12,21:10:00,15,-43.27470196,-22.90858471,Roubo a transeunte,3,1,Rua maria antonia,Sabado,POINT(-43.27470196 -22.90858471)
7d114a342877d74105b88f7412d261d9f91540e3c5a34081c77606f20221d52d,2024,30/11/2024,12,21:00:00,15,-43.32141436,-22.88575562,Roubo a transeunte,9,2,Rua cupertino,Sabado,POINT(-43.32141436 -22.88575562)
ba3fa76f6efae5cc53d6c05077f1f6968374f7fa282bbdf2e35164b1ea7cdc4b,2024,30/11/2024,12,03:49:00,15,-43.19461798,-22.9550278,Roubo a transeunte,2,1,Rua martins ferreira,Sabado,POINT(-43.19461798 -22.9550278)
97b420d2aeac5a7ab723291c3215cd23a0f72d6b9c91ef43583e6f2f73352537,2024,01/12/2024,12,02:00:00,15,-43.18215591,-22.96980143,Roubo a transeunte,19,1,Avenida avenida atlantica,Domingo,POINT(-43.18215591 -22.96980143)
b98cf1171a8f635aec462905bf6827175b9a783ab7a21d5391bf736c424a330e,2024,01/12/2024,12,19:35:00,15,-43.17621848,-22.95091043,Roubo a transeunte,2,1,Rua bartolomeu portela,Domingo,POINT(-43.17621848 -22.95091043)
5f568a0e319d5c4a17a21ae092ad597480ecc736e18b2aa7a44af81ee20f404b,2024,01/12/2024,12,18:00:00,15,-43.25566266,-22.8947463,Roubo a transeunte,3,1,Rua rua lino teixeira,Domingo,POINT(-43.25566266 -22.8947463)
726898b9feebc33629dbb3c0d02d5e56c4be73fb63708b85fedeb463a13fb0b4,2024,01/12/2024,12,02:55:00,15,-43.30039997,-22.98189997,Roubo a transeunte,31,2,Estrada das furnas,Domingo,POINT(-43.30039997 -22.98189997)
984d24a66cf6512b39692aee5cc82f233e084f1d7be595b95fe6594767f7458f,2024,01/12/2024,12,03:40:00,15,-43.47161753,-22.88124223,Roubo a transeunte,14,2,Rua fiacao,Domingo,POINT(-43.47161753 -22.88124223)
46adcc24064d8b98ebcb32b777ff97c593b194b7ee31f98c7d2c14916d6167ff,2024,01/12/2024,12,12:30:00,15,-43.36445751,-22.84557117,Roubo a transeunte,41,2,Rua laura brandao,Domingo,POINT(-43.36445751 -22.84557117)
a61490f1f6c70957123328139662b096b5922f3531a94e2a9e90f62e38df7a2e,2024,01/12/2024,12,01:20:00,15,-43.35049996,-22.85459998,Roubo a transeunte,9,2,Estrada do barro vermelho,Domingo,POINT(-43.35049996 -22.85459998)
76ceaf74fb0c0000af569bb6b9ee7066418f44e5d2c060aba743bd3dfb1bd662,2024,01/12/2024,12,20:40:00,15,-43.2312603,-22.92318063,Roubo a transeunte,6,1,Rua conde de bonfim,Domingo,POINT(-43.2312603 -22.92318063)
9611796225684abee6b6d15ca797dd83595116bdea15ffd5ae0a63841d74c3c5,2024,01/12/2024,12,16:30:00,15,-43.23712586,-22.89568595,Roubo a transeunte,22,1,Rua rua capitao felix,Domingo,POINT(-43.23712586 -22.89568595)
ec21e32a89333faae1e94d1b8615bbe900e659bc7601d27b942d76931f44a9ed,2024,02/12/2024,12,22:40:00,15,-43.37784528,-22.81378224,Roubo a transeunte,41,2,Estrada estrada chrisostomo pimentel de oliveira,Segunda,POINT(-43.37784528 -22.81378224)
36e8c765b54866f4919e34c4451018cf32762a83953287ec119059b5aa83bc5a,2024,02/12/2024,12,19:00:00,15,-43.18846855,-22.90975196,Roubo a transeunte,5,1,Rua rua vinte de abril,Segunda,POINT(-43.18846855 -22.90975196)
de90bfd23e6fbacf7601a8a47d6c8e2a4a7c013c029d298b807c0b99fa27223f,2024,02/12/2024,12,01:00:00,15,-43.34999999,-22.86889996,Roubo a transeunte,9,2,Rua carolina machado,Segunda,POINT(-43.34999999 -22.86889996)
c1b7c1754f50c508726a7485f30a2c02db5d5b036d49701f40b38281fcd818bc,2024,02/12/2024,12,07:30:00,15,-43.28472137,-22.8382967,Roubo a transeunte,16,1,Avenida bras de pina,Segunda,POINT(-43.28472137 -22.8382967)
e769316c8c1af11ba941940e7775827e43884bb956a83648de754b7f1c2f6829,2024,02/12/2024,12,23:00:00,15,-43.32775832,-22.88927632,Roubo a transeunte,9,2,Rua clarimundo de melo,Segunda,POINT(-43.32775832 -22.88927632)
cfe062f6e8771deed854768c0e38267cb309c19715285e15a5ad4a12273fbbc6,2024,02/12/2024,12,20:30:00,15,-43.34142565,-22.95002513,Roubo a transeunte,18,2,Avenida tenente coronel muniz de aragao,Segunda,POINT(-43.34142565 -22.95002513)
6b819d80d94721302eb2cb05e6836ce1e45e92626c6e7c91a76ca1e398b3c86e,2024,02/12/2024,12,14:06:00,15,-43.372954,-22.92574899,Roubo a transeunte,18,2,Rua nacional,Segunda,POINT(-43.372954 -22.92574899)
e4f3fdda3f81cc46df425023899d6eeaaeb1105a656fbd5cf6e1d4faf489a3d2,2024,02/12/2024,12,01:30:00,15,-43.29739996,-22.87299998,Roubo a transeunte,3,1,Vila avenida joao ribeiro,Segunda,POINT(-43.29739996 -22.87299998)
bdf64618165e5147e9fdaca4fd41d86f0593343db56c4f575c173ea397c02f65,2024,02/12/2024,12,18:52:00,15,-43.32014263,-22.85493552,Roubo a transeunte,41,2,Rua rua embaiba,Segunda,POINT(-43.32014263 -22.85493552)
6198ce0fd02a1d00548620c2828c3bfc76cef091f0451208a87f75635c2245c3,2024,02/12/2024,12,05:10:00,15,-43.17537413,-22.95108393,Roubo a transeunte,2,1,Avenida avenida pasteur,Segunda,POINT(-43.17537413 -22.95108393)
4e02a57eaea1285ca387de984e787c12c0c68c550e3a51031b3b09c45e4ff427,2024,02/12/2024,12,01:20:00,15,-43.18908482,-22.95311919,Roubo a transeunte,2,1,Rua voluntarios da patria,Segunda,POINT(-43.18908482 -22.95311919)
bc526b565b1ee79c5b2e08dd29ae97fc86b36402b1d4c66f883559a52b975566,2024,03/12/2024,12,16:55:00,15,-43.25464901,-22.94491164,Roubo a transeunte,6,1,Rua sao rafael,Terca,POINT(-43.25464901 -22.94491164)
82d9c7d69d9d356709f4e8d3ee3c359fdafa251748ce67e29c79a99b3d6ae69b,2024,03/12/2024,12,17:30:00,15,-43.33592507,-22.86544124,Roubo a transeunte,9,2,Rua leopoldino de oliveira,Terca,POINT(-43.33592507 -22.86544124)
1d617d52fe8983e9c159ab68b2ec8dbc7d662249f8195b6e182ca44756133f7e,2024,03/12/2024,12,01:00:00,15,-43.35249996,-22.87428596,Roubo a transeunte,9,2,Rua jabaira,Terca,POINT(-43.35249996 -22.87428596)
235c83136ecb8fea6d8103082ff6e0bc65991493485616a843c6dfb1c1c425bc,2024,03/12/2024,12,01:00:00,15,-43.36131666,-22.92433662,Roubo a transeunte,18,2,Rua dona francisca de siqueira,Terca,POINT(-43.36131666 -22.92433662)
8e94eb101f90828e99c62d146e05d87a871da91ae64e2105c5698652e379b696,2024,03/12/2024,12,19:52:00,15,-43.33952816,-22.81212598,Roubo a transeunte,41,2,Rua madagascar,Terca,POINT(-43.33952816 -22.81212598)
00973c85676a6db1e480050c80b0235907028c04de23d10b32377d3d80bf7c3c,2024,03/12/2024,12,20:02:00,15,-43.2174458,-22.97927496,Roubo a transeunte,23,1,Avenida avenida borges de medeiros,Terca,POINT(-43.2174458 -22.97927496)
48090fc8b3f9280445cd092f0ee1a57900fd502268d1f333fc67fb688ee8ef91,2024,04/12/2024,12,14:30:00,15,-43.36079886,-22.97028705,Roubo a transeunte,18,2,Avenida avenida ayrton senna,Quarta,POINT(-43.36079886 -22.97028705)
a18b450c531a597b7a52b98fcf0443180f1b6b7ce0f742a72f212674e661df5c,2024,04/12/2024,12,16:30:00,15,-43.31751817,-22.83784416,Roubo a transeunte,41,2,Rua rua irineu correia,Quarta,POINT(-43.31751817 -22.83784416)
dd24f2d2d362a28bb5142dfa5bfb506c47acaf7aeb09f97c01f6181e8eb6ad5d,2024,04/12/2024,12,07:00:00,15,-43.18904709,-22.90879738,Roubo a transeunte,5,1,Praca praca da republica,Quarta,POINT(-43.18904709 -22.90879738)
99f9856e6d6a6d3cf06822a5fc57166956401e40e1030b83f98916f8295fa51d,2024,04/12/2024,12,06:50:00,15,-43.40957558,-22.83651265,Roubo a transeunte,41,2,Rua rua elvio de moura,Quarta,POINT(-43.40957558 -22.83651265)
9afd3e6a2243c7180ac5d50be81322d6e1357376773037a22aa577d548a8a3aa,2024,04/12/2024,12,06:00:00,15,-43.33835032,-22.87801645,Roubo a transeunte,9,2,Rua manoel martins,Quarta,POINT(-43.33835032 -22.87801645)
abe0094a495e9f6c49b6447bbd1eb73e5238094e59ad768c1d11f271c4ae0892,2024,04/12/2024,12,06:00:00,15,-43.337191,-22.87798797,Roubo a transeunte,9,2,Rua manuel martins,Quarta,POINT(-43.337191 -22.87798797)
b1a3a571c683df12e468b68fa1211b7467853606dedafe445a9700f9906e6d10,2024,05/12/2024,12,18:46:00,15,-43.24962997,-22.91836558,Roubo a transeunte,6,1,Rua teodoro da silva,Quinta,POINT(-43.24962997 -22.91836558)
aac613e635015bec21d6fad3d7184e28ec7243db0ab35f8efa4770ca89b35be4,2024,05/12/2024,12,14:20:00,15,-43.30990295,-22.86952633,Roubo a transeunte,3,1,Rua silva vale,Quinta,POINT(-43.30990295 -22.86952633)
